zipcode,cd,state,city,state_fips_code
19440,4201,PA,HATFIELD,42
19440,4204,PA,HATFIELD,42
19442,4206,PA,KIMBERTON,42
19443,4204,PA,KULPSVILLE,42
19444,4204,PA,LAFAYETTE HILL,42
19446,4201,PA,LANSDALE,42
19446,4204,PA,LANSDALE,42
19450,4204,PA,LEDERACH,42
19451,4204,PA,MAINLAND,42
19453,4204,PA,MONT CLARE,42
19454,4201,PA,NORTH WALES,42
19454,4204,PA,NORTH WALES,42
19456,4204,PA,OAKS,42
19457,4206,PA,PARKER FORD,42
19460,4204,PA,PHOENIXVILLE,42
19460,4206,PA,PHOENIXVILLE,42
19462,4204,PA,PLYMOUTH MEETING,42
19462,4205,PA,PLYMOUTH MEETING,42
19464,4204,PA,POTTSTOWN,42
19465,4204,PA,POTTSTOWN,42
19465,4206,PA,POTTSTOWN,42
19468,4204,PA,ROYERSFORD,42
19470,4206,PA,SAINT PETERS,42
19472,4204,PA,SASSAMANSVILLE,42
19473,4204,PA,SCHWENKSVILLE,42
19474,4204,PA,SKIPPACK,42
19475,4206,PA,SPRING CITY,42
19477,4204,PA,SPRING HOUSE,42
19478,4204,PA,SPRING MOUNT,42
19480,4206,PA,UWCHLAND,42
19481,4204,PA,VALLEY FORGE,42
19482,4206,PA,VALLEY FORGE,42
19484,4204,PA,VALLEY FORGE,42
19486,4204,PA,WEST POINT,42
19490,4204,PA,WORCESTER,42
19492,4204,PA,ZIEGLERVILLE,42
19501,4211,PA,ADAMSTOWN,42
19503,4204,PA,BALLY,42
19504,4201,PA,BARTO,42
19504,4204,PA,BARTO,42
19505,4204,PA,BECHTELSVILLE,42
19506,4204,PA,BERNVILLE,42
19506,4209,PA,BERNVILLE,42
19507,4209,PA,BETHEL,42
19508,4204,PA,BIRDSBORO,42
19508,4206,PA,BIRDSBORO,42
19510,4204,PA,BLANDON,42
19511,4204,PA,BOWERS,42
19512,4204,PA,BOYERTOWN,42
19516,4209,PA,CENTERPORT,42
19518,4204,PA,DOUGLASSVILLE,42
19518,4206,PA,DOUGLASSVILLE,42
19519,4204,PA,EARLVILLE,42
19520,4206,PA,ELVERSON,42
19522,4204,PA,FLEETWOOD,42
19523,4206,PA,GEIGERTOWN,42
19525,4204,PA,GILBERTSVILLE,42
19526,4204,PA,HAMBURG,42
19526,4209,PA,HAMBURG,42
19529,4207,PA,KEMPTON,42
19529,4209,PA,KEMPTON,42
19530,4204,PA,KUTZTOWN,42
19530,4207,PA,KUTZTOWN,42
19530,4209,PA,KUTZTOWN,42
19533,4204,PA,LEESPORT,42
19533,4209,PA,LEESPORT,42
19534,4204,PA,LENHARTSVILLE,42
19534,4209,PA,LENHARTSVILLE,42
19535,4206,PA,LIMEKILN,42
19535,4209,PA,LIMEKILN,42
19536,4204,PA,LYON STATION,42
19538,4204,PA,MAXATAWNY,42
19539,4204,PA,MERTZTOWN,42
19539,4207,PA,MERTZTOWN,42
19540,4206,PA,MOHNTON,42
19540,4211,PA,MOHNTON,42
19541,4209,PA,MOHRSVILLE,42
19543,4206,PA,MORGANTOWN,42
19543,4211,PA,MORGANTOWN,42
19544,4209,PA,MOUNT AETNA,42
19545,4204,PA,NEW BERLINVILLE,42
19547,4204,PA,OLEY,42
19547,4206,PA,OLEY,42
19548,4204,PA,PINE FORGE,42
19549,4209,PA,PORT CLINTON,42
19550,4209,PA,REHRERSBURG,42
19551,4209,PA,ROBESONIA,42
19551,4211,PA,ROBESONIA,42
19554,4209,PA,SHARTLESVILLE,42
19555,4204,PA,SHOEMAKERSVILLE,42
19555,4209,PA,SHOEMAKERSVILLE,42
19559,4209,PA,STRAUSSTOWN,42
19560,4204,PA,TEMPLE,42
19562,4204,PA,TOPTON,42
19564,4204,PA,VIRGINVILLE,42
19565,4204,PA,WERNERSVILLE,42
19565,4209,PA,WERNERSVILLE,42
19567,4209,PA,WOMELSDORF,42
19601,4204,PA,READING,42
19601,4206,PA,READING,42
19602,4206,PA,READING,42
19603,4206,PA,READING,42
19604,4204,PA,READING,42
19604,4206,PA,READING,42
19605,4204,PA,READING,42
19605,4206,PA,READING,42
19606,4204,PA,READING,42
19606,4206,PA,READING,42
19607,4206,PA,READING,42
19608,4204,PA,READING,42
19608,4206,PA,READING,42
19608,4209,PA,READING,42
19609,4206,PA,READING,42
19610,4206,PA,READING,42
19611,4206,PA,READING,42
19612,4206,PA,READING,42
19701,1000,DE,BEAR,10
19702,1000,DE,NEWARK,10
19703,1000,DE,CLAYMONT,10
19706,1000,DE,DELAWARE CITY,10
19707,1000,DE,HOCKESSIN,10
19708,1000,DE,KIRKWOOD,10
19709,1000,DE,MIDDLETOWN,10
19710,1000,DE,MONTCHANIN,10
19711,1000,DE,NEWARK,10
19713,1000,DE,NEWARK,10
19714,1000,DE,NEWARK,10
19715,1000,DE,NEWARK,10
19716,1000,DE,NEWARK,10
19717,1000,DE,NEWARK,10
19718,1000,DE,NEWARK,10
19720,1000,DE,NEW CASTLE,10
19721,1000,DE,NEW CASTLE,10
19726,1000,DE,NEW CASTLE,10
19730,1000,DE,ODESSA,10
19731,1000,DE,PORT PENN,10
19732,1000,DE,ROCKLAND,10
19733,1000,DE,SAINT GEORGES,10
19734,1000,DE,TOWNSEND,10
19735,1000,DE,WINTERTHUR,10
19736,1000,DE,YORKLYN,10
19801,1000,DE,WILMINGTON,10
19802,1000,DE,WILMINGTON,10
19803,1000,DE,WILMINGTON,10
19804,1000,DE,WILMINGTON,10
19805,1000,DE,WILMINGTON,10
19806,1000,DE,WILMINGTON,10
19807,1000,DE,WILMINGTON,10
19808,1000,DE,WILMINGTON,10
19809,1000,DE,WILMINGTON,10
19810,1000,DE,WILMINGTON,10
19884,1000,DE,WILMINGTON,10
19890,1000,DE,WILMINGTON,10
19892,1000,DE,WILMINGTON,10
19895,1000,DE,WILMINGTON,10
19897,1000,DE,WILMINGTON,10
19898,1000,DE,WILMINGTON,10
19899,1000,DE,WILMINGTON,10
19901,1000,DE,DOVER,10
19902,1000,DE,DOVER AFB,10
19903,1000,DE,DOVER,10
19904,1000,DE,DOVER,10
19930,1000,DE,BETHANY BEACH,10
19931,1000,DE,BETHEL,10
19933,1000,DE,BRIDGEVILLE,10
19934,1000,DE,CAMDEN WYOMING,10
19936,1000,DE,CHESWOLD,10
19938,1000,DE,CLAYTON,10
19939,1000,DE,DAGSBORO,10
19940,1000,DE,DELMAR,10
19941,1000,DE,ELLENDALE,10
19943,1000,DE,FELTON,10
19944,1000,DE,FENWICK ISLAND,10
19945,1000,DE,FRANKFORD,10
19946,1000,DE,FREDERICA,10
19947,1000,DE,GEORGETOWN,10
19950,1000,DE,GREENWOOD,10
19951,1000,DE,HARBESON,10
19952,1000,DE,HARRINGTON,10
19953,1000,DE,HARTLY,10
19954,1000,DE,HOUSTON,10
19955,1000,DE,KENTON,10
19956,1000,DE,LAUREL,10
19958,1000,DE,LEWES,10
19960,1000,DE,LINCOLN,10
19961,1000,DE,LITTLE CREEK,10
19962,1000,DE,MAGNOLIA,10
19963,1000,DE,MILFORD,10
19964,1000,DE,MARYDEL,10
19966,1000,DE,MILLSBORO,10
19967,1000,DE,MILLVILLE,10
19968,1000,DE,MILTON,10
19969,1000,DE,NASSAU,10
19970,1000,DE,OCEAN VIEW,10
19971,1000,DE,REHOBOTH BEACH,10
19973,1000,DE,SEAFORD,10
19973,2401,DE,SEAFORD,10
19975,1000,DE,SELBYVILLE,10
19977,1000,DE,SMYRNA,10
19979,1000,DE,VIOLA,10
19980,1000,DE,WOODSIDE,10
20001,1100,DC,WASHINGTON,11
20002,1100,DC,WASHINGTON,11
20003,1100,DC,WASHINGTON,11
20004,1100,DC,WASHINGTON,11
20005,1100,DC,WASHINGTON,11
20006,1100,DC,WASHINGTON,11
20007,1100,DC,WASHINGTON,11
20008,1100,DC,WASHINGTON,11
20009,1100,DC,WASHINGTON,11
20010,1100,DC,WASHINGTON,11
20011,1100,DC,WASHINGTON,11
20012,1100,DC,WASHINGTON,11
20013,1100,DC,WASHINGTON,11
20015,1100,DC,WASHINGTON,11
20016,1100,DC,WASHINGTON,11
20017,1100,DC,WASHINGTON,11
20018,1100,DC,WASHINGTON,11
20019,1100,DC,WASHINGTON,11
20020,1100,DC,WASHINGTON,11
20024,1100,DC,WASHINGTON,11
20026,1100,DC,WASHINGTON,11
20027,1100,DC,WASHINGTON,11
20029,1100,DC,WASHINGTON,11
20030,1100,DC,WASHINGTON,11
20032,1100,DC,WASHINGTON,11
20033,1100,DC,WASHINGTON,11
20035,1100,DC,WASHINGTON,11
20036,1100,DC,WASHINGTON,11
20037,1100,DC,WASHINGTON,11
20038,1100,DC,WASHINGTON,11
20039,1100,DC,WASHINGTON,11
20040,1100,DC,WASHINGTON,11
20041,1100,DC,WASHINGTON,11
20042,1100,DC,WASHINGTON,11
20043,1100,DC,WASHINGTON,11
20044,1100,DC,WASHINGTON,11
20045,1100,DC,WASHINGTON,11
20047,1100,DC,WASHINGTON,11
20049,1100,DC,WASHINGTON,11
20052,1100,DC,WASHINGTON,11
20053,1100,DC,WASHINGTON,11
20055,1100,DC,WASHINGTON,11
20056,1100,DC,WASHINGTON,11
20057,1100,DC,WASHINGTON,11
20058,1100,DC,WASHINGTON,11
20059,1100,DC,WASHINGTON,11
20060,1100,DC,WASHINGTON,11
20062,1100,DC,WASHINGTON,11
20063,1100,DC,WASHINGTON,11
20064,1100,DC,WASHINGTON,11
20065,1100,DC,WASHINGTON,11
20066,1100,DC,WASHINGTON,11
20069,1100,DC,WASHINGTON,11
20070,1100,DC,WASHINGTON,11
20071,1100,DC,WASHINGTON,11
20073,1100,DC,WASHINGTON,11
20076,1100,DC,WASHINGTON,11
20090,1100,DC,WASHINGTON,11
20091,1100,DC,WASHINGTON,11
20101,5110,VA,DULLES,51
20103,5110,VA,DULLES,51
20104,5110,VA,DULLES,51
20105,5110,VA,ALDIE,51
20106,5107,VA,AMISSVILLE,51
20106,5110,VA,AMISSVILLE,51
20108,5110,VA,MANASSAS,51
20109,5110,VA,MANASSAS,51
20110,5110,VA,MANASSAS,51
20111,5110,VA,MANASSAS,51
20112,5107,VA,MANASSAS,51
20112,5110,VA,MANASSAS,51
20113,5110,VA,MANASSAS,51
20115,5110,VA,MARSHALL,51
20117,5110,VA,MIDDLEBURG,51
20119,5107,VA,CATLETT,51
20119,5110,VA,CATLETT,51
20120,5110,VA,CENTREVILLE,51
20120,5111,VA,CENTREVILLE,51
20121,5110,VA,CENTREVILLE,51
20121,5111,VA,CENTREVILLE,51
20122,5111,VA,CENTREVILLE,51
20124,5110,VA,CLIFTON,51
20124,5111,VA,CLIFTON,51
20128,5110,VA,ORLEAN,51
20129,5110,VA,PAEONIAN SPRINGS,51
20130,5106,VA,PARIS,51
20130,5110,VA,PARIS,51
20131,5110,VA,PHILOMONT,51
20132,5110,VA,PURCELLVILLE,51
20135,5106,VA,BLUEMONT,51
20135,5110,VA,BLUEMONT,51
20135,5402,VA,BLUEMONT,51
20136,5110,VA,BRISTOW,51
20137,5110,VA,BROAD RUN,51
20138,5110,VA,CALVERTON,51
20139,5110,VA,CASANOVA,51
20140,5110,VA,RECTORTOWN,51
20141,5110,VA,ROUND HILL,51
20143,5110,VA,CATHARPIN,51
20144,5110,VA,DELAPLANE,51
20146,5110,VA,ASHBURN,51
20147,5110,VA,ASHBURN,51
20148,5110,VA,ASHBURN,51
20149,5110,VA,ASHBURN,51
20151,5111,VA,CHANTILLY,51
20152,5110,VA,CHANTILLY,51
20152,5111,VA,CHANTILLY,51
20153,5111,VA,CHANTILLY,51
20155,5110,VA,GAINESVILLE,51
20156,5110,VA,GAINESVILLE,51
20158,5110,VA,HAMILTON,51
20159,5110,VA,HAMILTON,51
20160,5110,VA,LINCOLN,51
20164,5110,VA,STERLING,51
20164,5111,VA,STERLING,51
20165,5110,VA,STERLING,51
20166,5110,VA,STERLING,51
20167,5110,VA,STERLING,51
20168,5110,VA,HAYMARKET,51
20169,5110,VA,HAYMARKET,51
20170,5110,VA,HERNDON,51
20170,5111,VA,HERNDON,51
20171,5111,VA,HERNDON,51
20172,5111,VA,HERNDON,51
20175,5110,VA,LEESBURG,51
20176,5110,VA,LEESBURG,51
20177,5110,VA,LEESBURG,51
20178,5110,VA,LEESBURG,51
20180,5110,VA,LOVETTSVILLE,51
20181,5107,VA,NOKESVILLE,51
20181,5110,VA,NOKESVILLE,51
20182,5110,VA,NOKESVILLE,51
20184,5110,VA,UPPERVILLE,51
20186,5107,VA,WARRENTON,51
20186,5110,VA,WARRENTON,51
20187,5110,VA,WARRENTON,51
20188,5110,VA,WARRENTON,51
20189,5110,VA,DULLES,51
20190,5111,VA,RESTON,51
20191,5111,VA,RESTON,51
20192,5111,VA,HERNDON,51
20194,5111,VA,RESTON,51
20195,5111,VA,RESTON,51
20197,5110,VA,WATERFORD,51
20198,5110,VA,THE PLAINS,51
20201,1100,DC,WASHINGTON,11
20202,1100,DC,WASHINGTON,11
20203,1100,DC,WASHINGTON,11
20204,1100,DC,WASHINGTON,11
20206,1100,DC,WASHINGTON,11
20207,1100,DC,WASHINGTON,11
20208,1100,DC,WASHINGTON,11
20210,1100,DC,WASHINGTON,11
20211,1100,DC,WASHINGTON,11
20212,1100,DC,WASHINGTON,11
20213,1100,DC,WASHINGTON,11
20215,1100,DC,WASHINGTON,11
20216,1100,DC,WASHINGTON,11
20217,1100,DC,WASHINGTON,11
20218,1100,DC,WASHINGTON,11
20219,1100,DC,WASHINGTON,11
20220,1100,DC,WASHINGTON,11
20221,1100,DC,WASHINGTON,11
20222,1100,DC,WASHINGTON,11
20223,1100,DC,WASHINGTON,11
20224,1100,DC,WASHINGTON,11
20226,1100,DC,WASHINGTON,11
20227,1100,DC,WASHINGTON,11
20228,1100,DC,WASHINGTON,11
20229,1100,DC,WASHINGTON,11
20230,1100,DC,WASHINGTON,11
20233,1100,DC,WASHINGTON,11
20235,1100,DC,WASHINGTON,11
20237,1100,DC,WASHINGTON,11
20239,1100,DC,WASHINGTON,11
20240,1100,DC,WASHINGTON,11
20241,1100,DC,WASHINGTON,11
20242,1100,DC,WASHINGTON,11
20244,1100,DC,WASHINGTON,11
20245,1100,DC,WASHINGTON,11
20250,1100,DC,WASHINGTON,11
20254,1100,DC,WASHINGTON,11
20260,1100,DC,WASHINGTON,11
20268,1100,DC,WASHINGTON,11
20270,1100,DC,WASHINGTON,11
20289,1100,DC,WASHINGTON,11
20301,1100,DC,WASHINGTON,11
20303,1100,DC,WASHINGTON,11
20306,1100,DC,WASHINGTON,11
20310,1100,DC,WASHINGTON,11
20318,1100,DC,WASHINGTON,11
20319,1100,DC,WASHINGTON,11
20330,1100,DC,WASHINGTON,11
20340,1100,DC,WASHINGTON,11
20350,1100,DC,WASHINGTON,11
20370,1100,DC,WASHINGTON,11
20372,1100,DC,WASHINGTON,11
20373,1100,DC,NAVAL ANACOST ANNEX,11
20374,1100,DC,WASHINGTON NAVY YARD,11
20375,1100,DC,WASHINGTON,11
20376,1100,DC,WASHINGTON NAVY YARD,11
20380,1100,DC,WASHINGTON,11
20389,1100,DC,WASHINGTON,11
20390,1100,DC,WASHINGTON,11
20391,1100,DC,WASHINGTON NAVY YARD,11
20392,1100,DC,WASHINGTON,11
20395,1100,DC,WASHINGTON,11
20398,1100,DC,WASHINGTON NAVY YARD,11
20401,1100,DC,WASHINGTON,11
20402,1100,DC,WASHINGTON,11
20403,1100,DC,WASHINGTON,11
20404,1100,DC,WASHINGTON,11
20405,1100,DC,WASHINGTON,11
20406,1100,DC,WASHINGTON,11
20407,1100,DC,WASHINGTON,11
20408,1100,DC,WASHINGTON,11
20410,1100,DC,WASHINGTON,11
20411,1100,DC,WASHINGTON,11
20412,1100,DC,WASHINGTON,11
20413,1100,DC,WASHINGTON,11
20414,1100,DC,WASHINGTON,11
20415,1100,DC,WASHINGTON,11
20416,1100,DC,WASHINGTON,11
20417,1100,DC,WASHINGTON,11
20418,1100,DC,WASHINGTON,11
20419,1100,DC,WASHINGTON,11
20420,1100,DC,WASHINGTON,11
20421,1100,DC,WASHINGTON,11
20422,1100,DC,WASHINGTON,11
20423,1100,DC,WASHINGTON,11
20424,1100,DC,WASHINGTON,11
20425,1100,DC,WASHINGTON,11
20426,1100,DC,WASHINGTON,11
20427,1100,DC,WASHINGTON,11
20428,1100,DC,WASHINGTON,11
20429,1100,DC,WASHINGTON,11
20431,1100,DC,WASHINGTON,11
20433,1100,DC,WASHINGTON,11
20434,1100,DC,WASHINGTON,11
20435,1100,DC,WASHINGTON,11
20436,1100,DC,WASHINGTON,11
20437,1100,DC,WASHINGTON,11
20439,1100,DC,WASHINGTON,11
20440,1100,DC,WASHINGTON,11
20441,1100,DC,WASHINGTON,11
20442,1100,DC,WASHINGTON,11
20444,1100,DC,WASHINGTON,11
20447,1100,DC,WASHINGTON,11
20451,1100,DC,WASHINGTON,11
20456,1100,DC,WASHINGTON,11
20460,1100,DC,WASHINGTON,11
20463,1100,DC,WASHINGTON,11
20472,1100,DC,WASHINGTON,11
20500,1100,DC,WASHINGTON,11
20503,1100,DC,WASHINGTON,11
20504,1100,DC,WASHINGTON,11
20505,1100,DC,WASHINGTON,11
20506,1100,DC,WASHINGTON,11
20507,1100,DC,WASHINGTON,11
20508,1100,DC,WASHINGTON,11
20509,1100,DC,WASHINGTON,11
20510,1100,DC,WASHINGTON,11
20515,1100,DC,WASHINGTON,11
20520,1100,DC,WASHINGTON,11
20521,1100,DC,WASHINGTON,11
20522,1100,DC,WASHINGTON,11
20523,1100,DC,WASHINGTON,11
20524,1100,DC,WASHINGTON,11
20525,1100,DC,WASHINGTON,11
20526,1100,DC,WASHINGTON,11
20527,1100,DC,WASHINGTON,11
20528,1100,DC,WASHINGTON,11
20529,1100,DC,WASHINGTON,11
20530,1100,DC,WASHINGTON,11
20531,1100,DC,WASHINGTON,11
20533,1100,DC,WASHINGTON,11
20534,1100,DC,WASHINGTON,11
20535,1100,DC,WASHINGTON,11
20536,1100,DC,WASHINGTON,11
20538,1100,DC,WASHINGTON,11
20539,1100,DC,WASHINGTON,11
20540,1100,DC,WASHINGTON,11
20541,1100,DC,WASHINGTON,11
20542,1100,DC,WASHINGTON,11
20543,1100,DC,WASHINGTON,11
20544,1100,DC,WASHINGTON,11
20546,1100,DC,WASHINGTON,11
20547,1100,DC,WASHINGTON,11
20548,1100,DC,WASHINGTON,11
20549,1100,DC,WASHINGTON,11
20551,1100,DC,WASHINGTON,11
20552,1100,DC,WASHINGTON,11
20553,1100,DC,WASHINGTON,11
20554,1100,DC,WASHINGTON,11
20555,1100,DC,WASHINGTON,11
20557,1100,DC,WASHINGTON,11
20559,1100,DC,WASHINGTON,11
20560,1100,DC,WASHINGTON,11
20565,1100,DC,WASHINGTON,11
20566,1100,DC,WASHINGTON,11
20570,1100,DC,WASHINGTON,11
20571,1100,DC,WASHINGTON,11
20572,1100,DC,WASHINGTON,11
20573,1100,DC,WASHINGTON,11
20575,1100,DC,WASHINGTON,11
20576,1100,DC,WASHINGTON,11
20577,1100,DC,WASHINGTON,11
20579,1100,DC,WASHINGTON,11
20580,1100,DC,WASHINGTON,11
20581,1100,DC,WASHINGTON,11
20585,1100,DC,WASHINGTON,11
20586,1100,DC,WASHINGTON,11
20588,2405,MD,DHS,24
20590,1100,DC,WASHINGTON,11
20591,1100,DC,WASHINGTON,11
20593,1100,DC,WASHINGTON,11
20594,1100,DC,WASHINGTON,11
20597,1100,DC,WASHINGTON,11
20598,1100,VA,DHS,51
20599,1100,DC,WASHINGTON,11
20601,2405,MD,WALDORF,24
20602,2405,MD,WALDORF,24
20603,2405,MD,WALDORF,24
20604,2405,MD,WALDORF,24
20606,2405,MD,ABELL,24
20607,2404,MD,ACCOKEEK,24
20607,2405,MD,ACCOKEEK,24
20608,2405,MD,AQUASCO,24
20609,2405,MD,AVENUE,24
20610,2405,MD,BARSTOW,24
20611,2405,MD,BEL ALTON,24
20612,2405,MD,BENEDICT,24
20613,2405,MD,BRANDYWINE,24
20615,2405,MD,BROOMES ISLAND,24
20616,2405,MD,BRYANS ROAD,24
20617,2405,MD,BRYANTOWN,24
20618,2405,MD,BUSHWOOD,24
20619,2405,MD,CALIFORNIA,24
20620,2405,MD,CALLAWAY,24
20621,2405,MD,CHAPTICO,24
20622,2405,MD,CHARLOTTE HALL,24
20623,2405,MD,CHELTENHAM,24
20624,2405,MD,CLEMENTS,24
20625,2405,MD,COBB ISLAND,24
20626,2405,MD,COLTONS POINT,24
20627,2405,MD,COMPTON,24
20628,2405,MD,DAMERON,24
20629,2405,MD,DOWELL,24
20630,2405,MD,DRAYDEN,24
20632,2405,MD,FAULKNER,24
20634,2405,MD,GREAT MILLS,24
20636,2405,MD,HOLLYWOOD,24
20637,2405,MD,HUGHESVILLE,24
20639,2405,MD,HUNTINGTOWN,24
20640,2405,MD,INDIAN HEAD,24
20643,2405,MD,IRONSIDES,24
20645,2405,MD,ISSUE,24
20646,2405,MD,LA PLATA,24
20650,2405,MD,LEONARDTOWN,24
20653,2405,MD,LEXINGTON PARK,24
20656,2405,MD,LOVEVILLE,24
20657,2405,MD,LUSBY,24
20658,2405,MD,MARBURY,24
20659,2405,MD,MECHANICSVILLE,24
20660,2405,MD,MORGANZA,24
20661,2405,MD,MOUNT VICTORIA,24
20662,2405,MD,NANJEMOY,24
20664,2405,MD,NEWBURG,24
20667,2405,MD,PARK HALL,24
20670,2405,MD,PATUXENT RIVER,24
20674,2405,MD,PINEY POINT,24
20675,2405,MD,POMFRET,24
20676,2405,MD,PORT REPUBLIC,24
20677,2405,MD,PORT TOBACCO,24
20678,2405,MD,PRINCE FREDERICK,24
20680,2405,MD,RIDGE,24
20684,2405,MD,SAINT INIGOES,24
20685,2405,MD,SAINT LEONARD,24
20686,2405,MD,SAINT MARYS CITY,24
20687,2405,MD,SCOTLAND,24
20688,2405,MD,SOLOMONS,24
20689,2405,MD,SUNDERLAND,24
20690,2405,MD,TALL TIMBERS,24
20692,2405,MD,VALLEY LEE,24
20693,2405,MD,WELCOME,24
20695,2405,MD,WHITE PLAINS,24
20701,2403,MD,ANNAPOLIS JUNCTION,24
20701,2405,MD,ANNAPOLIS JUNCTION,24
20703,2404,MD,LANHAM,24
20704,2404,MD,BELTSVILLE,24
20705,2404,MD,BELTSVILLE,24
20706,2404,MD,LANHAM,24
20707,2404,MD,LAUREL,24
20708,2404,MD,LAUREL,24
20708,2405,MD,LAUREL,24
20709,2404,MD,LAUREL,24
20710,2404,MD,BLADENSBURG,24
20711,2405,MD,LOTHIAN,24
20712,2404,MD,MOUNT RAINIER,24
20714,2405,MD,NORTH BEACH,24
20715,2405,MD,BOWIE,24
20716,2405,MD,BOWIE,24
20717,2405,MD,BOWIE,24
20718,2405,MD,BOWIE,24
20720,2404,MD,BOWIE,24
20720,2405,MD,BOWIE,24
20721,2404,MD,BOWIE,24
20721,2405,MD,BOWIE,24
20722,2404,MD,BRENTWOOD,24
20723,2403,MD,LAUREL,24
20724,2405,MD,LAUREL,24
20725,2404,MD,LAUREL,24
20726,2404,MD,LAUREL,24
20731,2404,MD,CAPITOL HEIGHTS,24
20732,2405,MD,CHESAPEAKE BEACH,24
20733,2405,MD,CHURCHTON,24
20735,2404,MD,CLINTON,24
20735,2405,MD,CLINTON,24
20736,2405,MD,OWINGS,24
20737,2404,MD,RIVERDALE,24
20738,2404,MD,RIVERDALE,24
20740,2404,MD,COLLEGE PARK,24
20741,2404,MD,COLLEGE PARK,24
20742,2404,MD,COLLEGE PARK,24
20743,2404,MD,CAPITOL HEIGHTS,24
20743,2405,MD,CAPITOL HEIGHTS,24
20744,2404,MD,FORT WASHINGTON,24
20745,2404,MD,OXON HILL,24
20746,2404,MD,SUITLAND,24
20747,2404,MD,DISTRICT HEIGHTS,24
20747,2405,MD,DISTRICT HEIGHTS,24
20748,2404,MD,TEMPLE HILLS,24
20749,2404,MD,FORT WASHINGTON,24
20750,2404,MD,OXON HILL,24
20751,2405,MD,DEALE,24
20752,2404,MD,SUITLAND,24
20753,2404,MD,DISTRICT HEIGHTS,24
20754,2405,MD,DUNKIRK,24
20755,2405,MD,FORT GEORGE G MEADE,24
20757,2404,MD,TEMPLE HILLS,24
20758,2405,MD,FRIENDSHIP,24
20759,2403,MD,FULTON,24
20762,2405,MD,ANDREWS AIR FORCE BASE,24
20763,2403,MD,SAVAGE,24
20764,2405,MD,SHADY SIDE,24
20765,2405,MD,GALESVILLE,24
20768,2404,MD,GREENBELT,24
20769,2404,MD,GLENN DALE,24
20770,2404,MD,GREENBELT,24
20771,2404,MD,GREENBELT,24
20772,2405,MD,UPPER MARLBORO,24
20773,2405,MD,UPPER MARLBORO,24
20774,2404,MD,UPPER MARLBORO,24
20774,2405,MD,UPPER MARLBORO,24
20775,2405,MD,UPPER MARLBORO,24
20776,2405,MD,HARWOOD,24
20777,2403,MD,HIGHLAND,24
20777,2408,MD,HIGHLAND,24
20778,2405,MD,WEST RIVER,24
20779,2405,MD,TRACYS LANDING,24
20781,2404,MD,HYATTSVILLE,24
20782,2404,MD,HYATTSVILLE,24
20783,2404,MD,HYATTSVILLE,24
20783,2408,MD,HYATTSVILLE,24
20784,2404,MD,HYATTSVILLE,24
20785,2404,MD,HYATTSVILLE,24
20787,2404,MD,HYATTSVILLE,24
20790,2404,MD,CAPITOL HEIGHTS,24
20791,2404,MD,CAPITOL HEIGHTS,24
20792,2404,MD,UPPER MARLBORO,24
20794,2403,MD,JESSUP,24
20794,2405,MD,JESSUP,24
20810,2408,MD,BETHESDA,24
20811,2408,MD,BETHESDA,24
20812,2408,MD,GLEN ECHO,24
20814,2408,MD,BETHESDA,24
20815,2408,MD,CHEVY CHASE,24
20816,2408,MD,BETHESDA,24
20817,2408,MD,BETHESDA,24
20818,2408,MD,CABIN JOHN,24
20824,2408,MD,BETHESDA,24
20825,2408,MD,CHEVY CHASE,24
20827,2408,MD,BETHESDA,24
20830,2408,MD,OLNEY,24
20832,2408,MD,OLNEY,24
20833,2403,MD,BROOKEVILLE,24
20833,2408,MD,BROOKEVILLE,24
20837,2406,MD,POOLESVILLE,24
20837,2408,MD,POOLESVILLE,24
20838,2406,MD,BARNESVILLE,24
20839,2406,MD,BEALLSVILLE,24
20841,2406,MD,BOYDS,24
20841,2408,MD,BOYDS,24
20842,2406,MD,DICKERSON,24
20847,2408,MD,ROCKVILLE,24
20848,2408,MD,ROCKVILLE,24
20849,2408,MD,ROCKVILLE,24
20850,2406,MD,ROCKVILLE,24
20850,2408,MD,ROCKVILLE,24
20851,2408,MD,ROCKVILLE,24
20852,2408,MD,ROCKVILLE,24
20853,2408,MD,ROCKVILLE,24
20854,2401,MD,POTOMAC,24
20854,2408,MD,POTOMAC,24
20855,2408,MD,DERWOOD,24
20857,2408,MD,ROCKVILLE,24
20859,2408,MD,POTOMAC,24
20860,2408,MD,SANDY SPRING,24
20861,2408,MD,ASHTON,24
20862,2408,MD,BRINKLOW,24
20866,2404,MD,BURTONSVILLE,24
20868,2404,MD,SPENCERVILLE,24
20868,2408,MD,SPENCERVILLE,24
20871,2406,MD,CLARKSBURG,24
20872,2406,MD,DAMASCUS,24
20874,2406,MD,GERMANTOWN,24
20874,2408,MD,GERMANTOWN,24
20875,2406,MD,GERMANTOWN,24
20876,2406,MD,GERMANTOWN,24
20876,2408,MD,GERMANTOWN,24
20877,2406,MD,GAITHERSBURG,24
20877,2408,MD,GAITHERSBURG,24
20878,2406,MD,GAITHERSBURG,24
20878,2408,MD,GAITHERSBURG,24
20879,2406,MD,GAITHERSBURG,24
20879,2408,MD,GAITHERSBURG,24
20880,2408,MD,WASHINGTON GROVE,24
20882,2406,MD,GAITHERSBURG,24
20882,2408,MD,GAITHERSBURG,24
20883,2406,MD,GAITHERSBURG,24
20884,2406,MD,GAITHERSBURG,24
